  ID                          Tag  Name
 236                GAR_Generator  Phase Generator
 237            GAR_RIF_Installer  RIF Installer
 238            Garrison Terminal  Garrison Terminal
 239          GAR_Heavy_Assembler  H-XX Assembler
 240             GAR_QS_Assembler  QS Assembler
 241                     SHOP.Sys  SHOP.Sys
 242       MIN_Door_Hackable_Weak  Sealed Doors
 243           Assembled Analyzer  Assembled Analyzer
 244                   Components  Components
 245       Testing Chamber Shield  Testing Chamber Shield
 246            Testing Apparatus  Testing Apparatus
 247                 EX-Generator  EX-Generator
 248            BIN's Workstation  BIN's Workstation
 249            DEC's Workstation  DEC's Workstation
 250            HEX's Workstation  HEX's Workstation
 251               BIN's Terminal  BIN's Terminal
 252               DEC's Terminal  DEC's Terminal
 253               HEX's Terminal  HEX's Terminal
 254                   EXI_Farcom  FarCom Aligner
 255              EX-Vault Access  EX-Vault Access
 256       EX-Prototypes Database  EX-Prototypes Database
 257             EX-Message Board  EX-Message Board
 258           Repaired_Machine_T  Twisted Machinery
 259           Repaired_Machine_F  Twisted Machinery
 260           Repaired_Machine_R  Twisted Machinery
 261           Repaired_Machine_Y  Twisted Machinery
 262           Repaired_Machine_S  Twisted Machinery
 263              Testing Chamber  Testing Chamber
 264      4L-MR0's Prototype Logs  4L-MR0's Prototype Logs
 265                 SUB_Autodoor  Sealed Doors
 266                   Clippyterm  Clippyterm
 267     Triangle-emblazoned Door  Triangle-emblazoned Door
 268                      WAR.Sys  WAR.Sys
 269         Prototyping Terminal  Prototyping Terminal
 270            CAV_Door_Hackable  Sealed Heavy Doors
 271             Outpost Terminal  Outpost Terminal
 272           CAV_Base_Generator  Outpost Generator
 273             CAV_Junk_Machine  Abandoned Machinery
 274            CAV_Reinforcement  Wall Reinforcements
 275           CAV_Door_Shootable  Locked Door
 276         CAV_Door_No_Terminal  Sealed Doors
 277                      Private  Private
 278                CAV_Thief_Den  Junk
 279            W-Fans Enter Here  W-Fans Enter Here
 280        LOW_Warlord_Fan_Stuff  Fandom Paraphernelia
 281           PRO_Base_Generator  Base Generator
 282        PRO_Target_Dispatcher  Target Dispatcher
 283          PRO_Test_Aggregator  Test Aggregator
 284            PRO_Data_Receptor  Data Receptor
 285            Matter Repository  Matter Repository
 286              Twisting Tunnel  Twisting Tunnel
 287             DAT_Data_Conduit  Data Conduit
 288             ORACLE Interface  ORACLE Interface
 289          ZHI_Cloak_Generator  Cloak Generator
 291                ZHI_Main_Door  Sealed Heavy Doors
 292            Zhirov's Terminal  Zhirov's Terminal
 293             Quantum Analyzer  Quantum Analyzer
 294         Zhirov's Workstation  Zhirov's Workstation
 295            WAR_Door_Hackable  Sealed Heavy Doors
 296          Vortex Lab Terminal  Vortex Lab Terminal
 297         Hacking Lab Terminal  Hacking Lab Terminal
 298           Relay Lab Terminal  Relay Lab Terminal
 299          Fabnet Lab Terminal  Fabnet Lab Terminal
 300          Intel Room Terminal  Intel Room Terminal
 301             WAR_Staging_Area  Staging Area
 302             RES_Staging_Area  Staging Area
 303             WAR_Mainc_Tunnel  Fortified Tunnel
 304                ZIO_Machinery  Twisted Machinery
 305      Deep Containment System  Deep Containment System
 306      ZIOWAR_Quarantine_Array  System Quarantine Field Array
 307          ZIO_Cloak_Generator  Cloak Generator
 308           ZIO_Stockpile_Wall  Stockpile Wall
 309           ZIO_Prototype_Hold  Prototype Hold
 310                 ZIO_Lab_Wall  Lab Wall
 311         ZIO_Repair_Shop_Wall  Repair Shop Wall
 312                Zion Terminal  Zion Terminal
 313           ZIO_Machinery_Fake  Twisted Machinery
 314           Conduit Teleporter  Conduit Teleporter
 315             ZIO_Memory_Banks  Memory Banks
 316                ZIO_Imprinter  IMP:G-0014175/C-0630194
 317               DEE_Z_Facility  Z-Facility
 318                      Z-Power  Z-Power
 320               DEE_Sigix_Wall  Impregnable Wall
 321               DEE_Sigix_Gate  Impregnable Gate
 322             DEE_Wall_Chamber  Wall Chamber
 323       DEE_Survey_Way_Station  Survey Way Station
 324            EXT_Door_Hackable  Sealed Heavy Doors
 326         EXT_Transfer_Station  Transfer Station
 327               Cetus Terminal  Cetus Terminal
 328 Cetus Manufacturing Controls  Cetus Manufacturing Controls
 329            CET_Door_Hackable  Sealed Heavy Doors
 330                        Doors  Doors
 331                          Bed  Bed
 332                      Lockers  Lockers
 333                        Table  Table
 334                  Lab Station  Lab Station
 335           Research Interface  Research Interface
 336              Cetus Mainframe  Cetus Mainframe
 337   Cetus Manufacturing Module  Cetus Manufacturing Module
 338             Archive Terminal  Archive Terminal
 339                  Archive Hub  Archive Hub
 340         HUB_Transfer_Station  Transfer Station
 341              HUB_Network_Hub  Network Hub
 342            ARM_Door_Hackable  Sealed Heavy Doors
 343          ARM_Shell_Shootable  Reinforced Shell
 344      ARM_Dimension_Slip_Node  Dimensional Slip Node
 345                     NO ENTRY  NO ENTRY
 346            LAB_Door_Hackable  Sealed Barrier
 347        Active System Cloaker  Active System Cloaker
 348                   A0 Command  A0 Command
 349                   hN 3sDk7Qc  hN 3sDk7Qc
 350              A0 Storage 04-B  A0 Storage 04-B
 351              UC xVqbSdU M7q4  UC xVqbSdU M7q4
 352           Suspension Chamber  Suspension Chamber
 354            TES_Door_Hackable  Sealed Heavy Doors
 355          TES_Shell_Shootable  Reinforced Shell
 356             Regeneration Lab  Regeneration Lab
 357                TES_Terrabomb  TB3 Reconfiguration Apparatus
 358            QUA_Door_Hackable  Sealed Heavy Doors
 359       QUA_Door_Hackable_Hard  Sealed Barrier
 360                    Sigix Lab  Sigix Lab
 361    Sigix Quarantine Controls  Sigix Quarantine Controls
 362     Sigix Quarantine Chamber  Sigix Quarantine Chamber
 363            Teleportation Lab  Teleportation Lab
 364                  Autopsy Lab  Autopsy Lab
 365            Research Terminal  Research Terminal
 366            SEC_Door_Hackable  Sealed Heavy Doors
 367        L2 Monitoring Station  L2 Monitoring Station
 368        Power Cell Monitoring  Power Cell Monitoring
 369                    Thrusters  Thrusters
 370            SEC_L2_Power_Cell  Power Cell
 371                   Wing Frame  Wing Frame
 372              FTL Facilitator  FTL Facilitator
 373                 Core Housing  Core Housing
 374                         Hull  Hull
 375                Armor Plating  Armor Plating
 376                   Navigation  Navigation
 377        Construction Supplies  Construction Supplies
 378                L2 Fabricator  L2 Fabricator
 379         Exoskeleton Controls  Exoskeleton Controls
 380           Cave Seal Controls  Cave Seal Controls
 381               COM_Cave_Spawn  Dark Tunnel
 382          COM_Shell_Shootable  Access Shell
 383                  Access Lift  Access Lift
 384       COM_Teleport_Inhibitor  Wave Inhibitor
 385            COM_Door_Hackable  Sealed Barrier
 386             COM_0b10_Conduit  0b10 Conduit
 387       COM_Alternative_Access  Heavy Barrier
 389               COM_Cache_Door  Sealed Heavy Doors
 390         AC0_Singularity_Gate  Singularity Gate
 391                Gate Controls  Gate Controls
 393            AC0_Subspace_Node  Subspace Access Node
 394        AC0_Subspace_Node_Mid  Subspace Access Node
 395          AC0_Architect_Shell  Architect Shell
 396               Architect Logs  Architect Logs
 397      AC0_Abandoned_Machinery  Abandoned Machinery
 398          AC0_Shell_Shootable  Reinforced Shell
 399             Analysis Chamber  Analysis Chamber
 400              AC0_Workstation  Workstation
 401              YRD_Black_Space  Black Space
 402            YRD_New_Year_City  New Year City
